fsu:252535,3,7
fsu:252534,4,7
fsu:252533,1,2
fsu:252532,3,25
fsu:252531,3,12
fsu:252530,4,4
fsu:252529,4,13
fsu:252528,4,7
fsu:252527,6,13
fsu:252526,3,22
fsu:252525,4,9
fsu:252524,12,13
fsu:252523,2,1
fsu:252522,7,16
fsu:252521,6,10
fsu:252520,0,4
fsu:252519,4,48
fsu:252518,2,29
fsu:252517,3,9
fsu:252516,3,13
fsu:252515,0,9
fsu:252514,6,44
fsu:252513,6,8
fsu:252512,2,1
fsu:252511,2,20
fsu:252510,3,18
fsu:252509,1,9
fsu:252508,2,8
fsu:252507,9,22
fsu:252506,24,119
fsu:252505,14,44
fsu:252504,4,31
fsu:252503,16,89
fsu:252502,2,10
fsu:252501,6,14
fsu:252500,12,52
fsu:252499,10,34
fsu:252498,6,188
fsu:252497,44,308
fsu:252496,11,22
fsu:252495,11,24
fsu:252494,9,24
fsu:252493,1,5
fsu:252492,9,36
fsu:252491,1,17
fsu:252490,7,11
fsu:252489,6,39
fsu:252488,4,8
fsu:252487,3,4
fsu:252486,0,12
fsu:252485,5,70
fsu:252484,2,11
fsu:252483,1,36
fsu:252482,4,8
fsu:252481,3,2
fsu:252480,5,25
fsu:252479,3,104
fsu:252478,3,5
fsu:252477,3,15
fsu:252476,1,82
fsu:252475,3,28
fsu:252474,0,21
fsu:252473,1,17
fsu:252472,1,12
fsu:252471,2,64
fsu:252470,6,151
fsu:252469,2,48
fsu:252468,3,29
fsu:252465,6,22
fsu:252464,5,8
fsu:252463,16,64
fsu:252462,7,20
fsu:252461,12,74
fsu:252460,7,90
fsu:252459,42,108
fsu:252458,14,9
fsu:252457,69,172
fsu:210550,49,0
fsu:210549,8,0
fsu:210487,45,21
fsu:210486,51,0
fsu:210484,11,1
fsu:210483,6,2
fsu:210482,85,0
fsu:210481,59,0
fsu:210480,27,113
fsu:210479,70,4
fsu:210478,18,6
fsu:210477,26,13
fsu:210476,50,36
fsu:210475,17,70
fsu:209961,10,15
fsu:209960,17,367
fsu:209959,233,1173
fsu:209958,5,12
fsu:209957,43,134
fsu:209956,95,1656
fsu:209955,17,429
fsu:209954,20,60
fsu:209953,25,30
fsu:209952,18,65
fsu:209951,37,285
fsu:209950,30,68
fsu:209949,19,153
fsu:209948,40,146
fsu:209947,20,101
fsu:209946,20,46
fsu:209945,10,51
fsu:209944,26,829
fsu:209943,15,83
fsu:209942,89,385
fsu:209941,170,251
fsu:209940,34,358
fsu:209939,60,2630
fsu:209938,44,275
fsu:209937,20,502
fsu:209936,10,118
fsu:209935,4,90
fsu:209934,4,141
fsu:209933,2,83
fsu:209932,2,28
fsu:209931,4,66
fsu:209930,12,44
fsu:209929,19,361
fsu:209928,26,212
fsu:209927,30,86
fsu:209926,121,43
fsu:209925,13,45
fsu:209924,12,28
fsu:209923,15,48
fsu:209922,65,48
fsu:209921,9,54
fsu:209920,17,63
fsu:209919,60,718
fsu:209918,60,300
fsu:209917,42,252
fsu:209916,20,115
fsu:209915,22,125
fsu:209914,73,547
fsu:209913,18,259
fsu:209912,36,1311
fsu:209911,134,210
fsu:209910,176,725
fsu:209909,210,1572
fsu:209908,50,367
fsu:209907,46,581
fsu:209906,242,9032
fsu:209905,25,251
fsu:209904,46,346
fsu:209903,36,402
fsu:209902,15,90
fsu:209901,48,287
fsu:209900,41,233
fsu:209899,102,1013
fsu:209898,105,3067
fsu:209897,54,493
fsu:209896,24,39
fsu:209895,27,88
fsu:209894,9,275
fsu:209893,11,77
fsu:209892,14,152
fsu:209891,24,188
fsu:209890,8,94
fsu:209889,12,185
fsu:209888,9,119
fsu:209887,12,80
fsu:209886,13,46
fsu:209884,22,163
fsu:209883,102,45
fsu:209882,23,181
fsu:209881,27,63
fsu:209880,14,145
fsu:209879,19,91
fsu:209878,25,256
fsu:209877,11,652
fsu:209876,10,103
fsu:209875,8,85
fsu:209874,9,109
fsu:209873,18,196
fsu:209872,8,95
fsu:209871,35,238
fsu:209870,12,136
fsu:209869,12,57
fsu:209868,96,186
fsu:209867,13,47
fsu:209866,110,157
fsu:209865,20,35
fsu:209860,56,83
fsu:209859,12,422
fsu:209858,41,214
fsu:209857,8,32
fsu:208476,11,122
fsu:208475,8,41
fsu:208116,9,18
fsu:208115,1,5
fsu:208114,5,83
fsu:208113,10,36
fsu:208111,9,380
fsu:208110,19,100
fsu:208109,17,6
fsu:208108,10,8
fsu:208107,3,42
fsu:208106,16,60
fsu:208105,2,36
fsu:208104,4,4
fsu:208103,3,14
fsu:208102,5,19
fsu:208101,12,45
fsu:208100,15,13
fsu:208099,5,50
fsu:208098,7,65
fsu:208097,5,44
fsu:208096,7,63
fsu:208095,4,79
fsu:208094,2,42
fsu:208093,6,12
fsu:208092,7,72
fsu:208091,4,87
fsu:208090,16,104
fsu:208089,20,80
fsu:208088,14,92
fsu:208087,3,121
fsu:208086,9,86
fsu:208085,128,55
fsu:208084,15,93
fsu:208083,28,36
fsu:208082,51,45
fsu:208081,18,85
fsu:208080,17,87
fsu:208079,20,43
fsu:208078,96,1492
fsu:207788,7,11
fsu:207787,4,37
fsu:207786,6,110
fsu:207785,9,47
fsu:207784,4,43
fsu:207783,9,65
fsu:207782,13,35
fsu:207781,67,237
fsu:207780,24,87
fsu:207779,77,134
fsu:207778,78,113
fsu:207777,11,57
fsu:207776,25,59
fsu:207775,5,23
fsu:207774,16,51
fsu:207773,10,66
fsu:207772,8,11
fsu:207771,13,35
fsu:207770,18,152
fsu:207769,10,41
fsu:207768,62,134
fsu:207767,84,293
fsu:207766,60,65
fsu:207765,31,140
fsu:207764,22,97
fsu:207763,41,798
fsu:207762,25,196
fsu:207761,39,203
fsu:207760,25,135
fsu:207759,75,187
fsu:207758,75,79
fsu:207757,91,209
fsu:207756,69,125
fsu:207755,67,103
fsu:207754,40,134
fsu:207753,96,280
fsu:207752,47,1144
fsu:207751,14,156
fsu:207750,20,98
fsu:207749,19,858
fsu:207748,28,88
fsu:207747,44,158
fsu:207746,16,127
fsu:207745,33,327
fsu:207744,18,62
fsu:207743,25,227
fsu:207742,16,106
fsu:207741,17,234
fsu:207740,14,63
fsu:207739,17,88
fsu:207738,24,105
fsu:207737,11,130
fsu:207736,15,36
fsu:207735,30,71
fsu:207718,7,320
fsu:207717,8,48
fsu:207716,30,91
fsu:207715,26,320
fsu:207714,5,132
fsu:207713,1,15
fsu:207712,1,111
fsu:207711,2,148
fsu:207710,20,36
fsu:207709,11,115
fsu:207708,7,8
fsu:207707,8,78
fsu:207706,2,27
fsu:207705,4,26
fsu:207704,21,42
fsu:207703,3,13
fsu:207702,5,58
fsu:207701,4,177
fsu:207700,0,139
fsu:207699,2,28
fsu:207698,4,12
fsu:207697,2,14
fsu:207696,36,222
fsu:207695,6,48
fsu:207694,10,14
fsu:207693,17,103
fsu:207692,11,84
fsu:207691,1,69
fsu:207690,1,86
fsu:207689,9,108
fsu:207688,8,74
fsu:207687,9,31
fsu:207686,8,77
fsu:207685,6,232
fsu:207684,35,197
fsu:207683,11,96
fsu:207682,37,177
fsu:207681,11,111
fsu:207276,18,85
fsu:207275,21,135
fsu:207274,5,54
fsu:207273,20,243
fsu:207272,34,399
fsu:207271,34,42
fsu:207270,75,1011
fsu:207269,424,1121
fsu:207268,252,352
fsu:207267,54,94
fsu:207266,68,297
fsu:207264,7,47
fsu:207263,13,161
fsu:207262,20,85
fsu:207261,73,445
fsu:207260,137,285
fsu:207259,21,201
fsu:207258,44,202
fsu:207257,19,98
fsu:207256,38,118
fsu:207255,17,90
fsu:207254,63,933
fsu:207253,52,782
fsu:207252,117,328
fsu:207251,17,2565
fsu:207250,56,227
fsu:207249,56,153
fsu:207248,139,827
fsu:207247,20,140
fsu:207246,25,23
fsu:207245,38,97
fsu:207244,67,292
fsu:207243,42,206
fsu:207242,98,387
fsu:207241,959,40290
fsu:207240,139,758
fsu:207239,21,88
fsu:207238,26,197
fsu:207237,8,75
fsu:207235,27,313
fsu:207234,42,74
fsu:207233,20,80
fsu:207232,104,260
fsu:207231,29,97
fsu:207230,91,433
fsu:207229,59,512
fsu:207228,26,131
fsu:207227,18,138
fsu:207226,22,164
fsu:207225,12,90
fsu:207224,133,288
fsu:207223,68,137
fsu:207222,25,63
fsu:207221,25,79
fsu:207220,145,410
fsu:207219,26,127
fsu:207218,8,96
fsu:207217,129,549
fsu:207216,97,599
fsu:207215,16,52
fsu:207214,123,373
fsu:207213,33,364
fsu:207212,70,140
fsu:207211,28,59
fsu:207210,24,180
fsu:207207,12,97
fsu:207204,42,113
fsu:207203,26,168
fsu:207202,33,263
fsu:207201,104,205
fsu:207200,119,114
fsu:207199,3,102
fsu:207198,10,356
fsu:207191,8,115
fsu:207190,5,105
fsu:207189,19,443
fsu:207188,13,137
fsu:207187,7,46
fsu:207186,10,86
fsu:207183,38,378
fsu:207182,56,840
fsu:207181,27,72
fsu:207180,97,66
fsu:207179,24,229
fsu:207178,59,131
fsu:207177,37,80
fsu:207176,20,86
fsu:207175,17,30
fsu:207174,38,76
fsu:207173,28,56
fsu:207172,81,528
fsu:207171,72,75
fsu:207170,109,303
fsu:207169,30,125
fsu:207168,118,443
fsu:207167,20,97
fsu:207166,42,99
fsu:207165,255,264
fsu:207164,54,1415
fsu:205385,35,197
fsu:205384,69,447
fsu:205383,26,63
fsu:205382,72,323
fsu:205366,16,47
fsu:205365,56,128
fsu:205364,90,174
fsu:205363,51,130
fsu:205362,40,86
fsu:205362,30,176
fsu:205361,37,356
fsu:205360,42,191
fsu:205359,54,156
fsu:205328,10,151
fsu:205327,0,94
fsu:205326,35,461
fsu:205325,11,274
fsu:205324,3,73
fsu:205323,9,218
fsu:205322,5,151
fsu:205321,4,404
fsu:205320,13,130
fsu:205319,8,297
fsu:205318,4,116
fsu:205317,4,31
fsu:205316,4,190
fsu:205315,7,244
fsu:205314,25,605
fsu:205313,17,52
fsu:205312,20,166
fsu:205311,2,79
fsu:205310,60,402
fsu:205309,29,287
fsu:205308,58,420
fsu:205282,20,92
fsu:205246,19,21
fsu:205230,95,247
fsu:205196,8,25
fsu:205195,14,17
fsu:205194,77,124
fsu:205193,13,104
fsu:205192,2,6
fsu:205191,10,51
fsu:205190,6,185
fsu:205189,5,76
fsu:205188,4,43
fsu:205187,9,367
fsu:205186,2,4
fsu:205185,7,136
fsu:205184,8,229
fsu:205183,5,111
fsu:205182,8,99
fsu:205181,30,590
fsu:205142,37,451
fsu:205118,0,83
fsu:205117,1,11
fsu:205116,3,28
fsu:205115,7,110
fsu:205114,1,10
fsu:205113,4,17
fsu:205112,2,6
fsu:205111,3,37
fsu:205110,8,30
fsu:205109,23,61
fsu:205108,16,94
fsu:205106,17,127
fsu:205105,13,56
fsu:205104,11,70
fsu:205103,8,40
fsu:205102,11,26
fsu:205101,12,31
fsu:205100,15,94
fsu:205099,24,79
fsu:205098,9,50
fsu:205097,6,40
fsu:205096,4,25
fsu:205095,5,32
fsu:205094,11,34
fsu:205032,58,67
fsu:205021,104,383
fsu:204985,97,168
fsu:168889,4,0
